PMID,Authors-Full,Authos-Full-Org,PublicationYear
30459266,"PICCININI, LUCA","PICCININI, LUCA",2018
30459266,"CARDARELLI, FRANCESCO","CARDARELLI, FRANCESCO",2018
30459266,"PERATA, PIERDOMENICO","PERATA, PIERDOMENICO",2018
30459266,"MENNUCCI, BENEDETTA","MENNUCCI, BENEDETTA",2018
30459266,"GIUNTOLI, BEATRICE","GIUNTOLI, BEATRICE",2018
30459266,"LICAUSI, FRANCESCO","LICAUSI, FRANCESCO",2018
30457843,"CAO, XINYUN","CAO, XINYUN",2018
30457843,"HAMILTON, JOSHUA J","HAMILTON, JOSHUA J",2018
30457843,"VENTURELLI, OPHELIA S","VENTURELLI, OPHELIA S",2018
30457214,"WANG, YANG","WANG, YANG",2018
30457214,"LIU, QINGTAO","LIU, QINGTAO",2018
30457214,"WENG, HUANJIAO","WENG, HUANJIAO",2018
30457214,"SHI, YANAN","SHI, YANAN",2018
30457214,"CHEN, JIAN","CHEN, JIAN",2018
30457214,"DU, GUOCHENG","DU, GUOCHENG",2018
30457214,"KANG, ZHEN","KANG, ZHEN",2018
30455466,"LEBAR, TINA","LEBAR, TINA",2018
30455466,"VERBIÃ„ï¿½, ANÃ…Â¾E","VERBIÃ„ï¿½, ANÃ…Â¾E",2018
30455466,"LJUBETIÃ„ï¿½, AJASJA","LJUBETIÃ„ï¿½, AJASJA",2018
30455466,"JERALA, ROMAN","JERALA, ROMAN",2018
30455287,"SMIRNOFF, NICHOLAS","SMIRNOFF, NICHOLAS",2018
30455042,"MAAN, RENU","MAAN, RENU",2018
30455042,"LOISEAU, ETIENNE","LOISEAU, ETIENNE",2018
30455042,"BAUSCH, ANDREAS R","BAUSCH, ANDREAS R",2018
30452545,"WANG, JINGMAN","WANG, JINGMAN",2018
30452545,"LU, ANRUI","LU, ANRUI",2018
30452545,"LIU, JIAKUN","LIU, JIAKUN",2018
30452545,"HUANG, WEIREN","HUANG, WEIREN",2018
30452545,"WANG, JIN","WANG, JIN",2018
30452545,"CAI, ZHIMING","CAI, ZHIMING",2018
30452545,"ZHAO, GUOPING","ZHAO, GUOPING",2018
30451868,"MATSUURA, SATOSHI","MATSUURA, SATOSHI",2018
30451868,"ONO, HIROKI","ONO, HIROKI",2018
30451868,"KAWASAKI, SHUNSUKE","KAWASAKI, SHUNSUKE",2018
30451868,"KUANG, YI","KUANG, YI",2018
30451868,"FUJITA, YOSHIHIKO","FUJITA, YOSHIHIKO",2018
30451868,"SAITO, HIROHIDE","SAITO, HIROHIDE",2018
30451109,"SINHA, RAJESHWARI","SINHA, RAJESHWARI",2018
30451109,"SHUKLA, PRATYOOSH","SHUKLA, PRATYOOSH",2018
30448232,"BRECHUN, KATHERINE E","BRECHUN, KATHERINE E",2018
30448232,"ARNDT, KATJA M","ARNDT, KATJA M",2018
30448232,"WOOLLEY, G ANDREW","WOOLLEY, G ANDREW",2018
30446263,"LIU, YANFENG","LIU, YANFENG",2018
30446263,"LIU, LONG","LIU, LONG",2018
30446263,"LI, JIANGHUA","LI, JIANGHUA",2018
30446263,"DU, GUOCHENG","DU, GUOCHENG",2018
30446263,"CHEN, JIAN","CHEN, JIAN",2018
30445000,"CHAVES, MADALENA","CHAVES, MADALENA",2018
30445000,"OYARZUN, DIEGO A","OYARZÃƒÂºN, DIEGO A",2018
30445000,"GOUZE, JEAN-LUC","GOUZÃƒÂ©, JEAN-LUC",2018
30443335,"SCHMELLING, NICOLAS M","SCHMELLING, NICOLAS M",2018
30443335,"AXMANN, ILKA M","AXMANN, ILKA M",2018
30443329,"MARKLEW, C J","MARKLEW, C J",2018
30443329,"BOOTH, A","BOOTH, A",2018
30443329,"BEALES, PAUL A","BEALES, P A",2018
30443329,"CIANI, B","CIANI, B",2018
30443325,"TRANTIDOU, TATIANA","TRANTIDOU, TATIANA",2018
30443325,"DEKKER, LINDA","DEKKER, LINDA",2018
30443325,"POLIZZI, KAREN MARIE","POLIZZI, KAREN",2018
30443325,"CES, OSCAR","CES, OSCAR",2018
30443325,"ELANI, YUVAL","ELANI, YUVAL",2018
30441908,"WILTON, EMILY E","WILTON, EMILY E",2018
30441908,"OPYR, MICHAEL P","OPYR, MICHAEL P",2018
30441908,"KAILASAM, SENTHILKUMAR","KAILASAM, SENTHILKUMAR",2018
30441908,"KOTHE, RONJA F","KOTHE, RONJA F",2018
30441908,"WIEDEN, HANS-JOACHIM","WIEDEN, HANS-JOACHIM",2018
30433768,"CARLSON, PAUL D","CARLSON, PAUL D",2018
30433768,"LUCKS, JULIUS B","LUCKS, JULIUS B",2018
30431225,"ASCUE AVALOS, GABRIEL A","ASCUE AVALOS, GABRIEL A",2018
30431225,"TOOGOOD, HELEN S","TOOGOOD, HELEN S",2018
30431225,"TAIT, SHIRLEY","TAIT, SHIRLEY",2018
30431225,"MESSIHA, HANAN L","MESSIHA, HANAN L",2018
30431225,"SCRUTTON, NIGEL S","SCRUTTON, NIGEL S",2018
30429605,"IGNEA, CODRUTA","IGNEA, CODRUTA",2018
30429605,"PONTINI, MARIANNA","PONTINI, MARIANNA",2018
30429605,"MOTAWIA, MOHAMMED S","MOTAWIA, MOHAMMED S",2018
30429605,"MAFFEI, MASSIMO E","MAFFEI, MASSIMO E",2018
30429605,"MAKRIS, ANTONIOS M","MAKRIS, ANTONIOS M",2018
30429605,"KAMPRANIS, SOTIRIOS C","KAMPRANIS, SOTIRIOS C",2018
30428007,"DAVIS, JACOB D","DAVIS, JACOB D",2018
30428007,"VOIT, EBERHARD O","VOIT, EBERHARD O",2018
30426283,"TEIJARO, CHRISTIANA N","TEIJARO, CHRISTIANA N",2018
30426283,"ADHIKARI, AJEETH","ADHIKARI, AJEETH",2018
30426283,"SHEN, BEN","SHEN, BEN",2018
30425279,"CADET, FREDERIC","CADET, FRÃƒÂ©DÃƒÂ©RIC",2018
30425279,"FONTAINE, NICOLAS","FONTAINE, NICOLAS",2018
30425279,"LI, GUANGYUE","LI, GUANGYUE",2018
30425279,"SANCHIS, JOAQUIN","SANCHIS, JOAQUIN",2018
30425279,"NG FUK CHONG, MATTHIEU","NG FUK CHONG, MATTHIEU",2018
30425279,"PANDJAITAN, RUDY","PANDJAITAN, RUDY",2018
30425279,"VETRIVEL, IYANAR","VETRIVEL, IYANAR",2018
30425279,"OFFMANN, BERNARD","OFFMANN, BERNARD",2018
30425279,"REETZ, MANFRED T","REETZ, MANFRED T",2018
30424601,"BARTLEY, BRYAN A","BARTLEY, BRYAN A",2018
30424601,"CHOI, KIRI","CHOI, KIRI",2018
30424601,"SAMINENI, MEHER","SAMINENI, MEHER",2018
30424601,"ZUNDEL, ZACH","ZUNDEL, ZACH",2018
30424601,"NGUYEN, TRAMY","NGUYEN, TRAMY",2018
30424601,"MYERS, CHRIS J","MYERS, CHRIS J",2018
30424601,"SAURO, HERBERT M","SAURO, HERBERT M",2018
30424596,"BEUTER, DOMINIK","BEUTER, DOMINIK",2018
30424596,"GOMES-FILHO, JOSE VICENTE","GOMES-FILHO, JOSÃƒÂ© VICENTE",2018
30424596,"RANDAU, LENNART","RANDAU, LENNART",2018
30424596,"DIAZ-PASCUAL, FRANCISCO","DÃƒÂ­AZ-PASCUAL, FRANCISCO",2018
30424596,"DRESCHER, KNUT","DRESCHER, KNUT",2018
30424596,"LINK, HANNES","LINK, HANNES",2018
30423737,"WU, GUANGYU","WU, GUANGYU",2018
30423737,"LIU, XIAOMAN","LIU, XIAOMAN",2018
30423737,"ZHOU, PEI","ZHOU, PEI",2018
30423737,"WANG, LEI","WANG, LEI",2018
30423737,"HEGAZY, MOHAMMAD","HEGAZY, MOHAMMAD",2018
30423737,"HUANG, XIN","HUANG, XIN",2018
30423737,"HUANG, YUDONG","HUANG, YUDONG",2018
30421239,"ANDO, DAVID","ANDO, DAVID",2018
30421239,"GARCIA MARTIN, HECTOR","GARCÃƒÂ­A MARTÃƒÂ­N, HÃƒÂ©CTOR",2018
30420950,"DIEP, PATRICK","DIEP, PATRICK",2018
30420950,"MAHADEVAN, RADHAKRISHNAN","MAHADEVAN, RADHAKRISHNAN",2018
30420950,"YAKUNIN, ALEXANDER F","YAKUNIN, ALEXANDER F",2018
30420776,"TROMANS, ROBERT A","TROMANS, ROBERT A",2017
30420776,"CARTER, TOM S","CARTER, TOM S",2017
30420776,"CHABANNE, LAURENT","CHABANNE, LAURENT",2017
30420776,"CRUMP, MATTHEW P","CRUMP, MATTHEW P",2017
30420776,"LI, HONGYU","LI, HONGYU",2017
30420776,"MATLOCK, JOHNATHAN V","MATLOCK, JOHNATHAN V",2017
30420776,"ORCHARD, MICHAEL G","ORCHARD, MICHAEL G",2017
30420776,"DAVIS, ANTHONY P","DAVIS, ANTHONY P",2017
32625018,"HOFFMANN, ANDREAS","HOFFMANN, ANDREAS",2018
32625018,"HAAS, CHRISTIANE","HAAS, CHRISTIANE",2018
32625018,"HENNIG, STEFAN","HENNIG, STEFAN",2018
32625018,"OSTERMANN, KAI","OSTERMANN, KAI",2018
32625018,"BLEY, THOMAS","BLEY, THOMAS",2018
32625018,"LOESER, CHRISTIAN","LÃƒÂ¶SER, CHRISTIAN",2018
32625018,"WALTHER, THOMAS","WALTHER, THOMAS",2018
30418780,"DIEN, VIVIAN T","DIEN, VIVIAN T",2018
30418780,"HOLCOMB, MATTHEW","HOLCOMB, MATTHEW",2018
30418780,"FELDMAN, AARON W","FELDMAN, AARON W",2018
30418780,"FISCHER, EMIL C","FISCHER, EMIL C",2018
30418780,"DWYER, TAMMY J","DWYER, TAMMY J",2018
30418780,"ROMESBERG, FLOYD E","ROMESBERG, FLOYD E",2018
30418638,"CALKINS, ERIN R","CALKINS, ERIN R",2018
30418638,"ZAKREVSKY, PAUL","ZAKREVSKY, PAUL",2018
30418638,"KELESHIAN, VASKEN L","KELESHIAN, VASKEN L",2018
30418638,"AGUILAR, EDUARDO G","AGUILAR, EDUARDO G",2018
30418638,"GEARY, CODY W","GEARY, CODY",2018
30418638,"JAEGER, LUC","JAEGER, LUC",2018
30417307,"KIM, SUN-KI","KIM, SUN-KI",2018
30417307,"PARK, YONG-CHEOL","PARK, YONG-CHEOL",2018
30415326,"MANN, DAVID G J","MANN, DAVID G J",2018
30415326,"BEVAN, SCOTT A","BEVAN, SCOTT A",2018
30415326,"HARVEY, ANTHONY J","HARVEY, ANTHONY J",2018
30415326,"LEFFERT-SORENSON, RACHELLE A","LEFFERT-SORENSON, RACHELLE A",2018
30414914,"JEANDET, PHILIPPE","JEANDET, PHILIPPE",2018
30414914,"SOBARZO-SANCHEZ, EDUARDO","SOBARZO-SÃƒÂ¡NCHEZ, EDUARDO",2018
30414914,"CLEMENT, CHRISTOPHE","CLÃƒÂ©MENT, CHRISTOPHE",2018
30414914,"NABAVI, SEYED FAZEL","NABAVI, SEYED FAZEL",2018
30414914,"HABTEMARIAM, SOLOMON","HABTEMARIAM, SOLOMON",2018
30414914,"NABAVI, SEYED MOHAMMAD","NABAVI, SEYED MOHAMMAD",2018
30414914,"CORDELIER, SYLVAIN","CORDELIER, SYLVAIN",2018
30414874,"STALIDZANS, EGILS","STALIDZANS, EGILS",2016
30414874,"LANDMANE, KATRINA","LANDMANE, KATRINA",2016
30414874,"SULINS, JURIJS","SULINS, JURIJS",2016
30414874,"SAHLE, SVEN","SAHLE, SVEN",2016
30414616,"WANG, SONGWEI","WANG, SONGWEI",2018
30414616,"FU, CONG","FU, CONG",2018
30414616,"BILAL, MUHAMMAD","BILAL, MUHAMMAD",2018
30414616,"HU, HONGBO","HU, HONGBO",2018
30414616,"WANG, WEI","WANG, WEI",2018
30414616,"ZHANG, XUEHONG","ZHANG, XUEHONG",2018
30412377,"HORVATH, JUDIT","HORVÃƒÂ¡TH, JUDIT",2018
30412377,"SZALAI, ISTVAN","SZALAI, ISTVÃƒÂ¡N",2018
30412377,"DE KEPPER, PATRICK","DE KEPPER, PATRICK",2018
30411252,"VERON, ALAIN R","VÃƒÂ©RON, ALAIN R",2017
30411252,"MARTINS, ASSIS F","MARTINS, ASSIS F",2017
30410070,"WILTBANK, LISA B","WILTBANK, LISA B",2018
30410070,"KEHOE, DAVID M","KEHOE, DAVID M",2018
30409827,"FRAZAO, CLAUDIO J R","FRAZÃƒÂ£O, CLÃƒÂ¡UDIO J R",2018
30409827,"TOPHAM, CHRISTOPHER M","TOPHAM, CHRISTOPHER M",2018
30409827,"MALBERT, YOANN","MALBERT, YOANN",2018
30409827,"FRANCOIS, JEAN MARIE","FRANÃƒÂ§OIS, JEAN MARIE",2018
30409827,"WALTHER, THOMAS","WALTHER, THOMAS",2018
30408953,"MADSEN, MARY ANN","MADSEN, MARY ANN",2018
30408953,"SEMERDZHIEV, STEFAN","SEMERDZHIEV, STEFAN",2018
30408953,"AMTMANN, ANNA","AMTMANN, ANNA",2018
30408953,"TONON, THIERRY","TONON, THIERRY",2018
30408412,"YELLESWARAPU, MAARUTHY","YELLESWARAPU, MAARUTHY",2018
30408412,"VAN DER LINDEN, ARDJAN J","VAN DER LINDEN, ARDJAN J",2018
30408412,"VAN SLUIJS, BOB","VAN SLUIJS, BOB",2018
30408412,"PIETERS, PASCAL A","PIETERS, PASCAL A",2018
30408412,"DUBUC, EMILIEN","DUBUC, EMILIEN",2018
30408412,"DE GREEF, TOM F A","DE GREEF, TOM F A",2018
30408412,"HUCK, WILHELM T S","HUCK, WILHELM T S",2018
30408409,"WAITES, WILLIAM","WAITES, WILLIAM",2018
30408409,"MISIRLI, GOKSEL","MÃ„Â±SÃ„Â±RLÃ„Â±, GÃƒÂ¶KSEL",2018
30408409,"CAVALIERE, MATTEO","CAVALIERE, MATTEO",2018
30408409,"DANOS, VINCENT","DANOS, VINCENT",2018
30408409,"WIPAT, ANIL","WIPAT, ANIL",2018
30405232,"POWELL, KENDALL","POWELL, KENDALL",2018
30405231,,,2018
30405060,"HOFFMAN, KYLE S","HOFFMAN, KYLE S",2018
30405060,"CRNKOVIO, ANA","CRNKOVIÃ„â€¡, ANA",2018
30405060,"SOELL, DIETER","SÃƒÂ¶LL, DIETER",2018
30403999,"WETTMARSHAUSEN, JENNIFER","WETTMARSHAUSEN, JENNIFER",2018
30403999,"GOH, VALERIE","GOH, VALERIE",2018
30403999,"HUANG, KAI-TING","HUANG, KAI-TING",2018
30403999,"ARDUINO, DANIELA M","ARDUINO, DANIELA M",2018
30403999,"TRIPATHI, UTKARSH","TRIPATHI, UTKARSH",2018
30403999,"LEIMPEK, ANJA","LEIMPEK, ANJA",2018
30403999,"CHENG, YIMING","CHENG, YIMING",2018
30403999,"PITTIS, ALEXANDROS A","PITTIS, ALEXANDROS A",2018
30403999,"GABALDON, TONI","GABALDÃƒÂ³N, TONI",2018
30403999,"MOKRANJAC, DEJANA","MOKRANJAC, DEJANA",2018
30403999,"HAJNOCZKY, GYOERGY","HAJNÃƒÂ³CZKY, GYÃƒÂ¶RGY",2018
30403999,"PEROCCHI, FABIANA","PEROCCHI, FABIANA",2018
30403869,"MCLAUGHLIN, JAMES ALASTAIR","MCLAUGHLIN, JAMES ALASTAIR",2018
30403869,"MYERS, CHRIS J","MYERS, CHRIS J",2018
30403869,"ZUNDEL, ZACH","ZUNDEL, ZACH",2018
30403869,"WILKINSON, NATHAN","WILKINSON, NATHAN",2018
30403869,"ATALLAH, CHRISTIAN","ATALLAH, CHRISTIAN",2018
30403869,"WIPAT, ANIL","WIPAT, ANIL",2018
30403128,"COLLINS, LOGAN T","COLLINS, LOGAN T",2018
30403128,"OTOUPAL, PETER B","OTOUPAL, PETER B",2018
30403128,"CAMPOS, JOCELYN K","CAMPOS, JOCELYN K",2018
30403128,"COURTNEY, COLLEEN M","COURTNEY, COLLEEN M",2018
30403128,"CHATTERJEE, ANUSHREE","CHATTERJEE, ANUSHREE",2018
30402373,"MORITA, MASAMUNE","MORITA, MASAMUNE",2018
30402373,"KATOH, KAORU","KATOH, KAORU",2018
30402373,"NODA, NAOHIRO","NODA, NAOHIRO",2018
30401855,"FLETCHER, DAN","FLETCHER, DAN",2018
30401854,"GOOD, MATTHEW","GOOD, MATTHEW",2018
30401854,"TREPAT, XAVIER","TREPAT, XAVIER",2018
30401787,"PINCUS, DAVID","PINCUS, DAVID",2018
30401787,"PANDEY, JAI P","PANDEY, JAI P",2018
30401787,"FEDER, ZOÃƒÂ« A","FEDER, ZOÃƒÂ« A",2018
30401787,"CREIXELL, PAU","CREIXELL, PAU",2018
30401787,"RESNEKOV, ORNA","RESNEKOV, ORNA",2018
30401787,"REYNOLDS, KIMBERLY A","REYNOLDS, KIMBERLY A",2018
30395952,"GARENNE, DAVID","GARENNE, DAVID",2018
30395952,"NOIREAUX, VINCENT","NOIREAUX, VINCENT",2018
30395931,"CHEN, LIUQING","CHEN, LIUQING",2018
30395931,"ZHANG, YONG","ZHANG, YONG",2018
30395931,"FENG, YAN","FENG, YAN",2018
30394022,"WANG, CHENGQIANG","WANG, CHENGQIANG",2018
30394022,"LI, HONGXING","LI, HONGXING",2018
30394022,"XU, LILI","XU, LILI",2018
30394022,"SHEN, YU","SHEN, YU",2018
30394022,"HOU, JIN","HOU, JIN",2018
30394022,"BAO, XIAOMING","BAO, XIAOMING",2018
30392122,"SEO, SEUNG-OH","SEO, SEUNG-OH",2018
30392122,"SCHMIDT-DANNERT, CLAUDIA","SCHMIDT-DANNERT, CLAUDIA",2018
30390159,"HICKEY, DAVID P","HICKEY, DAVID P",2018
30390159,"GAFFNEY, ERIN M","GAFFNEY, ERIN M",2018
30390159,"MINTEER, SHELLEY D","MINTEER, SHELLEY D",2018
30389613,"CHENG, KUN","CHENG, KUN",2018
30389613,"ZHENG, WENMING","ZHENG, WENMING",2018
30389613,"CHEN, HONGGE","CHEN, HONGGE",2018
30389613,"ZHANG, YI-HENG P JOB","ZHANG, YI-HENG P JOB",2018
30388446,,,2018
30388369,"LIU, XIAOLING","LIU, XIAOLING",2018
30388369,"APPELHANS, DIETMAR","APPELHANS, DIETMAR",2018
30388369,"VOIT, BRIGITTE","VOIT, BRIGITTE",2018
30387552,"KUMLEHN, JOCHEN","KUMLEHN, JOCHEN",2018
30387552,"PIETRALLA, JANINE","PIETRALLA, JANINE",2018
30387552,"HENSEL, GOETZ","HENSEL, GOETZ",2018
30387552,"PACHER, MICHAEL","PACHER, MICHAEL",2018
30387552,"PUCHTA, HOLGER","PUCHTA, HOLGER",2018
30386425,"CLIFTON, KALEN P","CLIFTON, KALEN P",2018
30386425,"JONES, ETHAN M","JONES, ETHAN M",2018
30386425,"PAUDEL, SUDIP","PAUDEL, SUDIP",2018
30386425,"MARKEN, JOHN P","MARKEN, JOHN P",2018
30386425,"MONETTE, CALLAN E","MONETTE, CALLAN E",2018
30386425,"HALLERAN, ANDREW D","HALLERAN, ANDREW D",2018
30386425,"EPP, LIDIA","EPP, LIDIA",2018
30386425,"SAHA, MARGARET S","SAHA, MARGARET S",2018
30385856,"LEVIN, DORON","LEVIN, DORON",2018
30385856,"TULLER, TAMIR","TULLER, TAMIR",2018
30385744,"YUZAWA, SATOSHI","YUZAWA, SATOSHI",2018
30385744,"MIRSIAGHI, MONA","MIRSIAGHI, MONA",2018
30385744,"JOCIC, RENEE","JOCIC, RENEE",2018
30385744,"FUJII, TATSUYA","FUJII, TATSUYA",2018
30385744,"MASSON, FABRICE","MASSON, FABRICE",2018
30385744,"BENITES, VERONICA T","BENITES, VERONICA T",2018
30385744,"BAIDOO, EDWARD E K","BAIDOO, EDWARD E K",2018
30385744,"SUNDSTROM, ERIC","SUNDSTROM, ERIC",2018
30385744,"TANJORE, DEEPTI","TANJORE, DEEPTI",2018
30385744,"PRAY, TODD R","PRAY, TODD R",2018
30385744,"GEORGE, ANTHE","GEORGE, ANTHE",2018
30385744,"DAVIS, RYAN W","DAVIS, RYAN W",2018
30385744,"GLADDEN, JOHN M","GLADDEN, JOHN M",2018
30385744,"SIMMONS, BLAKE A","SIMMONS, BLAKE A",2018
30385744,"KATZ, LEONARD","KATZ, LEONARD",2018
30385744,"KEASLING, JAY D","KEASLING, JAY D",2018
30385278,"ZHANG, RUIHUA","ZHANG, RUIHUA",2018
30385278,"LI, CHENYI","LI, CHENYI",2018
30385278,"WANG, JIAN","WANG, JIAN",2018
30385278,"YANG, YAPING","YANG, YAPING",2018
30385278,"YAN, YAJUN","YAN, YAJUN",2018
30385277,"JUTURU, VEERESH","JUTURU, VEERESH",2018
30385277,"WU, JIN CHUAN","WU, JIN CHUAN",2018
30382570,"RAMZI, AHMAD BAZLI","RAMZI, AHMAD BAZLI",2018
30382565,"AIZAT, WAN MOHD","AIZAT, WAN MOHD",2018
30382565,"ISMAIL, ISMANIZAN","ISMAIL, ISMANIZAN",2018
30382565,"NOOR, NORMAH MOHD","NOOR, NORMAH MOHD",2018
30379575,"CHAND, SARINA","CHAND, SARINA",2018
30379575,"BEALES, PAUL A","BEALES, PAUL",2018
30379575,"CLAEYSSENS, FREDERIK","CLAEYSSENS, FREDERIK",2018
30379575,"CIANI, BARBARA","CIANI, BARBARA",2018
30378496,"MITTAL, RAJINDER PAL","MITTAL, RAJINDER PAL",2018
30378496,"RANA, ABHILASH","RANA, ABHILASH",2018
30378496,"JAITAK, VIKAS","JAITAK, VIKAS",2018
30378187,"ZHENG, DI-WEI","ZHENG, DI-WEI",2018
30378187,"XU, LU","XU, LU",2018
30378187,"LI, CHU-XIN","LI, CHU-XIN",2018
30378187,"DONG, XUE","DONG, XUE",2018
30378187,"PAN, PEI","PAN, PEI",2018
30378187,"ZHANG, QIU-LING","ZHANG, QIU-LING",2018
30378187,"LI, BIN","LI, BIN",2018
30378187,"ZENG, XUAN","ZENG, XUAN",2018
30378187,"ZHANG, XIAN-ZHENG","ZHANG, XIAN-ZHENG",2018
30377879,"BERRY, DOMINIC J","BERRY, DOMINIC J",2018
30377879,"PALLADINO, PAOLO","PALLADINO, PAOLO",2018
30377661,"MCKAY, RYAN","MCKAY, RYAN",2018
30377661,"GHODASRA, MONIL","GHODASRA, MONIL",2018
30377661,"SCHARDT, JOHN","SCHARDT, JOHN",2018
30377661,"QUAN, DAVID N","QUAN, DAVID",2018
30377661,"POTTASH, ALEX ELI","POTTASH, ALEX ELI",2018
30377661,"SHANG, WU","SHANG, WU",2018
30377661,"JAY, STEVEN M","JAY, STEVEN M",2018
30377661,"PAYNE, GREGORY F","PAYNE, GREGORY F",2018
30377661,"CHANG, MATTHEW WOOK","CHANG, MATTHEW WOOK",2018
30377661,"MARCH, JOHN C","MARCH, JOHN C",2018
30377661,"BENTLEY, WILLIAM E","BENTLEY, WILLIAM E",2018
30377660,"GELDART, KATHRYN G","GELDART, KATHRYN G",2018
30377660,"KOMMINENI, SUSHMA","KOMMINENI, SUSHMA",2018
30377660,"FORBES, MADELINE","FORBES, MADELINE",2018
30377660,"HAYWARD, MICHAEL","HAYWARD, MICHAEL",2018
30377660,"DUNNY, GARY M","DUNNY, GARY M",2018
30377660,"SALZMAN, NITA H","SALZMAN, NITA H",2018
30377660,"KAZNESSIS, YIANNIS N","KAZNESSIS, YIANNIS N",2018
30377356,"RUSK, NICOLE","RUSK, NICOLE",2018
30377352,"KEBSCHULL, JUSTUS M","KEBSCHULL, JUSTUS M",2017
30377352,"ZADOR, ANTHONY M","ZADOR, ANTHONY M",2017
30377234,"FINE, LEON G","FINE, LEON G",2018
30376959,"JI, XIAO-JUN","JI, XIAO-JUN",2018
30376959,"HUANG, HE","HUANG, HE",2018
30375377,"THOMAS, PHILIPP","THOMAS, PHILIPP",2018
30375377,"TERRADOT, GUILLAUME","TERRADOT, GUILLAUME",2018
30375377,"DANOS, VINCENT","DANOS, VINCENT",2018
30375377,"WEIÃƒÅ¸E, ANDREA Y","WEIÃƒÅ¸E, ANDREA Y",2018
30374459,"SERVINSKY, MATTHEW D","SERVINSKY, MATTHEW D",2018
30374459,"RENBERG, REBECCA L","RENBERG, REBECCA L",2018
30374459,"PERISIN, MATTHEW A","PERISIN, MATTHEW A",2018
30374459,"GERLACH, ELLIOT S","GERLACH, ELLIOT S",2018
30374459,"LIU, SANCHAO","LIU, SANCHAO",2018
30374459,"SUND, CHRISTIAN J","SUND, CHRISTIAN J",2018
30370841,"SINHA, RAJESHWARI","SINHA, RAJESHWARI",2018
30370841,"SHUKLA, PRATYOOSH","SHUKLA, PRATYOOSH",2018
30369922,"WANG, CHONGLONG","WANG, CHONGLONG",2018
30369922,"LIWEI, MUDANGULI","LIWEI, MUDANGULI",2018
30369922,"PARK, JI-BIN","PARK, JI-BIN",2018
30369922,"JEONG, SEONG-HEE","JEONG, SEONG-HEE",2018
30369922,"WEI, GONGYUAN","WEI, GONGYUAN",2018
30369922,"WANG, YUJUN","WANG, YUJUN",2018
30369922,"KIM, SEON-WON","KIM, SEON-WON",2018
30369781,"VAN DER MEIJ, MARJOLEINE G","VAN DER MEIJ, MARJOLEINE G",2018
30369781,"BROERSE, JACQUELINE E W","BROERSE, JACQUELINE E W",2018
30369781,"KUPPER, FRANK","KUPPER, FRANK",2018
30369058,"CHELLAMUTHU, PRITHIVIRAJ","CHELLAMUTHU, PRITHIVIRAJ",2018
30369058,"TRAN, FRANCES","TRAN, FRANCES",2018
30369058,"SILVA, KALINGA PAVAN T","SILVA, KALINGA PAVAN T",2018
30369058,"CHAVEZ, MARKO S","CHAVEZ, MARKO S",2018
30369058,"EL-NAGGAR, MOHAMED Y","EL-NAGGAR, MOHAMED Y",2018
30369058,"BOEDICKER, JAMES Q","BOEDICKER, JAMES Q",2018
30369053,"HENDRIKSE, NATALIE M","HENDRIKSE, NATALIE M",2018
30369053,"CHARPENTIER, GWENAÃƒÂ«LLE","CHARPENTIER, GWENAÃƒÂ«LLE",2018
30369053,"NORDLING, ERIK","NORDLING, ERIK",2018
30369053,"SYREN, PER-OLOF","SYRÃƒÂ©N, PER-OLOF",2018
30367909,"ESENSTEN, JONATHAN H","ESENSTEN, JONATHAN H",2018
30367909,"MULLER, YANNICK D","MULLER, YANNICK D",2018
30367909,"BLUESTONE, JEFFREY A","BLUESTONE, JEFFREY A",2018
30367909,"TANG, QIZHI","TANG, QIZHI",2018
30364340,"FITZ, ELISABETH","FITZ, ELISABETH",2018
30364340,"WANKA, FRANZISKA","WANKA, FRANZISKA",2018
30364340,"SEIBOTH, BERNHARD","SEIBOTH, BERNHARD",2018
30362737,"LIMO, MARION J","LIMO, MARION J",2018
30362737,"SOLA-RABADA, ANNA","SOLA-RABADA, ANNA",2018
30362737,"BOIX, ESTEFANIA","BOIX, ESTEFANIA",2018
30362737,"THOTA, VEERANJANEYULU","THOTA, VEERANJANEYULU",2018
30362737,"WESTCOTT, ZAYD C","WESTCOTT, ZAYD C",2018
30362737,"PUDDU, VALERIA","PUDDU, VALERIA",2018
30362737,"PERRY, CAROLE C","PERRY, CAROLE C",2018
30361256,"WURTZEL, ELEANORE T","WURTZEL, ELEANORE T",2018
30359530,"JAYARAMAN, PREMKUMAR","JAYARAMAN, PREMKUMAR",2018
30359530,"YEOH, JING WUI","YEOH, JING WUI",2018
30359530,"ZHANG, JINGYUN","ZHANG, JINGYUN",2018
30359530,"POH, CHUEH LOO","POH, CHUEH LOO",2018
30358982,"HELL, DENNIS","HELL, DENNIS",2018
30358107,"DE LORENZO, VICTOR","DE LORENZO, VÃƒÂ­CTOR",2018
30358107,"MARLIERE, PHILIPPE","MARLIÃƒÂ©RE, PHILIPPE",2018
30358052,"SUTHERLAND, ASHLEY R","SUTHERLAND, ASHLEY R",2018
30358052,"ALAM, MD KAUSAR","ALAM, MD KAUSAR",2018
30358052,"GEYER, C RONALD","GEYER, C RONALD",2018
30357542,"BAEK, CHRISTINA KYUNG EUN","BAEK, CHRISTINA KYUNG EUN",2018
30357542,"BAEK, CHANG-HO","BAEK, CHANG-HO",2018
30356638,"AO, XIANG","AO, XIANG",2018
