Unique ID,Document Type,Publication Year, Total Times Cited
WOS:000429970900022,Article,2018,5
WOS:000429971400029,Article,2018,5
WOS:000429978600038,Article,2018,72
WOS:000430030300010,Article,2018,25
WOS:000430030300086,Article,2018,11
WOS:000430030300111,Article,2018,10
WOS:000430073000007,Article,2018,0
WOS:000430116000009,Article,2018,7
WOS:000430128600018,Article,2018,4
WOS:000430227300009,Article,2018,4
WOS:000430384400005,Article,2018,1
WOS:000430384400006,Article,2018,1
WOS:000430410600001,Article,2018,0
WOS:000430451000041,Article,2018,5
WOS:000430451000042,Article,2018,13
WOS:000430473400002,Article,2018,5
WOS:000430487500166,Proceedings Paper,2018,0
WOS:000430548100007,Article,2018,0
WOS:000430552000013,Article,2018,2
WOS:000430623200008,Article,2018,30
WOS:000430627700018,Article,2018,1
WOS:000430642100103,Article,2018,6
WOS:000430815100001,Article,2018,6
WOS:000430899400005,Article,2018,38
WOS:000431010300014,Article; Proceedings Paper,2018,4
WOS:000431010300015,Article; Proceedings Paper,2018,11
WOS:000431010300025,Article,2018,4
WOS:000431010300027,Article,2018,7
WOS:000431111000002,Article,2018,8
WOS:000431139200016,Article; Proceedings Paper,2018,5
WOS:000431161500002,Article,2018,5
WOS:000431191600015,Article,2018,5
WOS:000431276600046,Article,2018,1
WOS:000431312500014,Article,2018,5
WOS:000431391800044,Proceedings Paper,2016,0
WOS:000431561700001,Article,2018,2
WOS:000431561800001,Article,2018,3
WOS:000431933500073,Article,2018,11
WOS:000432013600007,Article,2018,8
WOS:000432014401004,Proceedings Paper,2017,0
WOS:000432014401066,Proceedings Paper,2017,3
WOS:000432014401128,Proceedings Paper,2017,1
WOS:000432014402009,Proceedings Paper,2017,1
WOS:000432014403032,Proceedings Paper,2017,2
WOS:000432014403059,Proceedings Paper,2017,1
WOS:000432014404001,Proceedings Paper,2017,1
WOS:000432014404016,Proceedings Paper,2017,1
WOS:000432014404024,Proceedings Paper,2017,0
WOS:000432014404060,Proceedings Paper,2017,0
WOS:000432014405089,Proceedings Paper,2017,0
WOS:000432015500020,Proceedings Paper,2017,0
WOS:000432015500022,Proceedings Paper,2017,0
WOS:000432015500062,Proceedings Paper,2017,2
WOS:000432015500081,Proceedings Paper,2017,0
WOS:000432015500112,Proceedings Paper,2017,0
WOS:000432015501068,Proceedings Paper,2017,0
WOS:000432015503089,Proceedings Paper,2017,0
WOS:000432015504054,Proceedings Paper,2017,0
WOS:000432015505048,Proceedings Paper,2017,0
WOS:000432015505053,Proceedings Paper,2017,0
WOS:000432125000001,Article,2018,1
WOS:000432176304327,Meeting Abstract,2017,0
WOS:000432180200001,Article,2018,7
WOS:000432209600036,Proceedings Paper,2017,0
WOS:000432226000060,Proceedings Paper,2017,0
WOS:000432256500004,Article,2018,1
WOS:000432299800097,Proceedings Paper,2018,0
WOS:000432311900005,Proceedings Paper,2017,0
WOS:000432359900004,Article,2018,2
WOS:000432386900012,Article; Proceedings Paper,2018,0
WOS:000432386900020,Article; Proceedings Paper,2018,1
WOS:000432386900023,Article; Proceedings Paper,2018,1
WOS:000432386900046,Article; Proceedings Paper,2018,0
WOS:000432386900056,Article; Proceedings Paper,2018,1
WOS:000432475800008,Article,2017,4
WOS:000432486800010,Article,2018,6
WOS:000432508500032,Article,2018,12
WOS:000432508700025,Article,2018,8
WOS:000432510200016,Article,2018,21
WOS:000432510200027,Article,2018,18
WOS:000432510200030,Article,2018,10
WOS:000432510200032,Article,2018,18
WOS:000432524900013,Article,2018,1
WOS:000432620000009,Article,2018,3
WOS:000432661300012,Article,2018,2
WOS:000432661300013,Article,2018,1
WOS:000432661300019,Article,2018,3
WOS:000432661400022,Article,2018,10
WOS:000432702500001,Article,2018,0
WOS:000432769100050,Article,2018,0
WOS:000432881300001,Article,2018,9
WOS:000432884500004,Article,2018,21
WOS:000432898900011,Article,2018,2
WOS:000432970900006,Article,2018,8
WOS:000433092700007,Article,2018,0
WOS:000433092700009,Article,2018,12
WOS:000433092700015,Article,2018,4
WOS:000433105600002,Article,2018,3
WOS:000433174800005,Article,2018,1
WOS:000433269200029,Article,2018,14
WOS:000433345800001,Article,2018,1
WOS:000433471300001,Article,2018,6
WOS:000433517700017,Article,2018,6
WOS:000433557100004,Article,2018,0
WOS:000433557100021,Article,2018,0
WOS:000433557100027,Article,2018,2
WOS:000433557100035,Article,2018,6
WOS:000433900800009,Article,2018,3
WOS:000433958400022,Article,2018,8
WOS:000434013600005,Article,2018,4
WOS:000434201000003,Article,2018,4
WOS:000434201000016,Article,2018,2
WOS:000434255400003,Article,2018,4
WOS:000434296700006,Article; Proceedings Paper,2018,0
WOS:000434376500001,Article,2018,3
WOS:000434385800006,Article,2018,0
WOS:000434486300001,Article,2018,0
WOS:000434491500048,Article,2018,1
WOS:000434744700002,Article,2018,14
WOS:000434744700003,Article,2018,11
WOS:000434744700009,Article,2018,6
WOS:000434744700043,Article,2018,9
WOS:000434744700057,Article,2018,6
WOS:000434744700063,Article,2018,20
WOS:000434746600001,Article,2018,9
WOS:000434872300028,Article,2018,1
WOS:000434996400101,Article,2018,5
WOS:000435085700003,Article,2018,1
WOS:000435155600268,Proceedings Paper,2018,5
WOS:000435189600018,Article,2018,22
WOS:000435189600028,Article,2018,11
WOS:000435190300045,Article,2018,4
WOS:000435212300001,Article,2018,1
WOS:000435276600086,Proceedings Paper,2017,0
WOS:000435276600304,Proceedings Paper,2017,0
WOS:000435346100002,Article,2018,6
WOS:000435407700018,Proceedings Paper,2018,0
WOS:000435477300001,Proceedings Paper,2018,0
WOS:000435477300022,Proceedings Paper,2018,1
WOS:000435477300028,Proceedings Paper,2018,3
WOS:000435477300030,Proceedings Paper,2018,1
WOS:000435477300031,Proceedings Paper,2018,0
WOS:000435477300034,Proceedings Paper,2018,1
WOS:000435477300036,Proceedings Paper,2018,1
WOS:000435477300037,Proceedings Paper,2018,2
WOS:000435477300038,Proceedings Paper,2018,2
WOS:000435540700011,Proceedings Paper,2018,0
WOS:000435540700012,Proceedings Paper,2018,5
WOS:000435540700013,Proceedings Paper,2018,1
WOS:000435574800320,Article,2018,0
WOS:000435613800005,Article,2018,19
WOS:000435626300022,Article,2018,26
WOS:000435626300027,Article,2018,6
WOS:000435626300037,Article,2018,11
WOS:000435626300040,Article,2018,6
WOS:000435683400021,Proceedings Paper,2018,3
WOS:000435683400084,Proceedings Paper,2018,2
WOS:000435796400009,Article,2018,0
WOS:000435844700001,Article,2018,2
WOS:000435935300006,Article,2018,2
WOS:000435943300052,Article,2018,3
WOS:000436054400002,Article,2018,15
WOS:000436065900010,Article,2018,0
WOS:000436065900013,Article,2018,0
WOS:000436174200004,Article,2018,0
WOS:000436203100001,Article,2018,7
WOS:000436203100010,Article,2018,3
WOS:000436215700007,Article,2018,1
WOS:000436215700018,Article,2018,14
WOS:000436215700019,Article,2018,9
WOS:000436215700020,Article,2018,10
WOS:000436215700043,Article,2018,6
WOS:000436215700057,Article,2018,11
WOS:000436215700066,Article,2018,12
WOS:000436234200020,Article,2018,1
WOS:000436234200037,Article,2018,0
WOS:000436236100013,Article,2018,1
WOS:000436275400013,Article,2018,1
WOS:000436413900043,Article,2018,13
WOS:000436505000004,Article,2018,0
WOS:000436552700246,Article,2018,6
WOS:000436855300083,Article,2018,0
WOS:000436862600033,Article,2018,0
WOS:000437006900006,Article,2018,4
WOS:000437076300001,Review,2018,21
WOS:000437077100010,Article,2018,20
WOS:000437077100042,Article,2018,2
WOS:000437130000009,Article,2018,4
WOS:000437134700001,Article,2018,1
WOS:000437192700021,Article,2018,11
WOS:000437193700015,Article,2018,5
WOS:000437193700019,Article,2018,2
WOS:000437193700113,Article,2018,1
WOS:000437302200005,Article,2016,0
WOS:000437311000006,Article,2016,3
WOS:000437326800152,Article,2018,1
WOS:000437411100042,Article,2018,2
WOS:000437777600016,Article,2018,0
WOS:000437828300010,Article,2018,1
WOS:000437858300002,Article,2018,3
WOS:000437911200002,Article,2018,8
WOS:000437964500040,Proceedings Paper,2017,0
WOS:000437964500137,Proceedings Paper,2017,1
WOS:000438121900012,Article,2018,8
WOS:000438125500013,Article,2018,2
WOS:000438132200008,Article,2018,1
WOS:000438260300001,Article,2018,0
WOS:000438323400015,Article,2018,3
WOS:000438393900020,Article,2018,4
WOS:000438607000004,Article,2018,3
WOS:000438690600005,Article,2018,1
WOS:000438852200005,Article,2018,3
WOS:000438876000013,Article,2018,8
WOS:000439038000007,Article,2018,1
WOS:000439144600011,Article,2018,0
WOS:000439313300001,Article,2018,25
WOS:000439330400001,Article,2018,1
WOS:000439368100015,Article,2018,3
WOS:000439466100030,Article,2018,4
WOS:000439542900003,Article,2018,0
WOS:000439608000014,Article,2018,0
WOS:000439627700043,Article,2018,45
WOS:000439675900006,Article,2018,9
WOS:000439675900027,Article,2018,0
WOS:000439676600004,Article,2018,15
WOS:000439676600008,Article,2018,10
WOS:000439802400003,Article,2018,2
WOS:000439919500003,Article,2018,1
WOS:000439919500007,Article,2018,1
WOS:000439919500008,Article,2018,1
WOS:000439919500018,Article,2018,10
WOS:000439919500021,Article,2018,1
WOS:000439995900008,Article; Book Chapter,2017,0
WOS:000440134300110,Proceedings Paper,2018,1
WOS:000440187500001,Article,2018,2
WOS:000440321100013,Article,2018,2
WOS:000440330300026,Article,2018,0
WOS:000440330300044,Article,2018,0
WOS:000440402900001,Article,2018,7
WOS:000440402900009,Article,2018,1
WOS:000440402900010,Article,2018,1
WOS:000440411000005,Article,2018,0
WOS:000440458100001,Article,2018,2
WOS:000440501600062,Proceedings Paper,2017,7
WOS:000440501600120,Proceedings Paper,2017,0
WOS:000440516100055,Proceedings Paper,2017,1
WOS:000440610100006,Article,2018,2
WOS:000440623601154,Proceedings Paper,2017,0
WOS:000440671900008,Article,2018,4
WOS:000440798300007,Article,2018,2
WOS:000440901400055,Article,2018,0
WOS:000440958800043,Article,2018,8
WOS:000441045500009,Article,2018,3
WOS:000441116500006,Article,2018,14
WOS:000441198400001,Article,2018,1
WOS:000441334300374,Article,2018,8
WOS:000441426000007,Article; Proceedings Paper,2018,0
WOS:000441484800029,Article,2018,0
WOS:000441488600007,Article,2018,17
WOS:000441488600008,Article,2018,3
WOS:000441488600052,Article,2018,6
WOS:000441492600092,Article,2018,5
WOS:000441493800063,Article,2018,11
WOS:000441581500021,Article,2018,2
WOS:000441855300031,Article,2018,10
WOS:000441893400003,Article,2018,6
WOS:000441922400001,Article,2018,0
WOS:000442061000004,Article,2018,8
WOS:000442067700010,Article,2018,3
WOS:000442195100012,Article,2018,5
WOS:000442230400004,Article,2018,4
WOS:000442315000015,Article,2018,10
WOS:000442315000016,Article,2018,7
WOS:000442385600045,Article,2018,2
WOS:000442398500002,Article,2018,6
WOS:000442398500008,Article,2018,3
WOS:000442706600044,Article,2018,5
WOS:000442820300061,Proceedings Paper,2018,1
WOS:000442820300062,Proceedings Paper,2018,0
WOS:000442820300087,Proceedings Paper,2018,2
WOS:000442854800021,Article; Book Chapter,2018,1
WOS:000442932807070,Meeting Abstract,2018,0
WOS:000442932807072,Meeting Abstract,2018,0
WOS:000442970800016,Proceedings Paper,2017,0
WOS:000442972700024,Article,2018,2
WOS:000442972700094,Article,2018,15
WOS:000442979300002,Article,2018,47
WOS:000443008300011,Article,2018,0
WOS:000443030100022,Proceedings Paper,2018,4
WOS:000443221000017,Article,2018,1
WOS:000443221000018,Article,2018,8
WOS:000443221000019,Article,2018,5
WOS:000443221000023,Article,2018,1
WOS:000443221000024,Article,2018,0
WOS:000443221000036,Article,2018,1
WOS:000443355900028,Article,2018,1
WOS:000443562300001,Article,2018,0
WOS:000443664600058,Article,2018,3
WOS:000443715800001,Article,2018,0
WOS:000443720400093,Article,2018,1
WOS:000443840500006,Article,2018,0
WOS:000443892400044,Article,2018,4
WOS:000443908800001,Article,2018,1
WOS:000443930600007,Article,2018,1
WOS:000443930600014,Article,2018,1
WOS:000443930600018,Article,2018,1
WOS:000443930600029,Article,2018,1
WOS:000443944600009,Article,2018,1
WOS:000443944600018,Article,2018,4
WOS:000443944600019,Article,2018,5
WOS:000444043600019,Article,2018,12
WOS:000444463600001,Article,2018,1
WOS:000444548700003,Article,2018,25
WOS:000444666800002,Review,2018,40
WOS:000444702700001,Editorial Material; Book Chapter,2016,0
WOS:000444929700017,Article,2018,5
WOS:000444977600011,Article,2018,0
WOS:000444977600019,Article,2018,0
WOS:000445008900004,Article,2018,1
WOS:000445061200001,Article,2018,3
WOS:000445105400038,Proceedings Paper,2018,1
WOS:000445105400295,Proceedings Paper,2018,0
WOS:000445105400296,Proceedings Paper,2018,0
WOS:000445108800029,Article,2018,9
WOS:000445189100002,Article,2018,5
WOS:000445220700005,Article,2018,10
WOS:000445268100003,Article,2018,4
WOS:000445303600006,Article,2018,0
WOS:000445311400069,Article,2018,1
WOS:000445326800001,Article; Proceedings Paper,2018,0
WOS:000445326800010,Article,2018,1
WOS:000445326800018,Article; Proceedings Paper,2018,1
WOS:000445372400002,Article,2018,1
WOS:000445440800091,Article,2018,0
WOS:000445458500001,Review,2018,3
WOS:000445566800001,Article,2018,6
WOS:000445579900002,Article,2018,1
WOS:000445873000006,Article,2018,3
WOS:000445930300036,Article,2018,8
WOS:000445984500002,Article,2018,18
WOS:000445991100002,Article,2018,6
WOS:000445991100006,Article,2018,7
WOS:000445991100007,Article,2018,1
WOS:000445991100011,Article,2018,7
WOS:000445991100021,Article,2018,9
WOS:000445992200018,Article,2018,3
WOS:000445993000187,Article,2018,7
WOS:000445994000013,Article,2018,5
WOS:000445994000071,Article,2018,6
WOS:000445994000102,Article,2018,3
WOS:000446004100113,Proceedings Paper,2018,0
WOS:000446028800013,Editorial Material,2018,0
WOS:000446048900001,Article,2018,0
WOS:000446126200002,Review,2018,0
WOS:000446156900076,Article,2018,0
WOS:000446167100002,Article,2018,1
WOS:000446420200014,Article,2018,2
WOS:000446502300001,Review,2018,28
WOS:000446517900012,Article,2018,1
WOS:000446779700025,Proceedings Paper,2018,2
WOS:000446779700027,Proceedings Paper,2018,1
WOS:000446782200162,Proceedings Paper,2018,1
WOS:000446818700014,Article,2018,0
WOS:000446818700019,Article,2018,7
WOS:000446844000001,Article,2018,4
WOS:000446940600186,Article,2018,4
WOS:000447016900039,Proceedings Paper,2018,0
WOS:000447016900090,Proceedings Paper,2018,0
WOS:000447016900119,Proceedings Paper,2018,1
WOS:000447162500003,Proceedings Paper,2018,1
WOS:000447162500051,Proceedings Paper,2018,1
WOS:000447162500059,Proceedings Paper,2018,0
WOS:000447162500061,Proceedings Paper,2018,0
WOS:000447209900003,Article,2018,6
WOS:000447215000008,Article,2018,0
WOS:000447293800004,Article,2018,4
WOS:000447570200058,Article,2018,5
WOS:000447572700035,Article,2018,4
WOS:000447727400013,Article,2018,0
WOS:000447730300004,Article,2018,1
WOS:000447832400025,Proceedings Paper,2018,1
WOS:000447906900012,Article,2018,0
WOS:000447942600008,Article,2018,27
WOS:000447951800010,Article,2018,0
WOS:000448090600013,Article,2018,5
WOS:000448092600020,Article,2018,6
WOS:000448097900042,Article,2018,7
WOS:000448122400006,Article,2018,2
WOS:000448235800005,Article,2018,1
WOS:000448392600005,Article,2018,1
WOS:000448392600025,Article,2018,2
WOS:000448580700001,Article,2018,0
WOS:000448732900002,Article,2018,4
WOS:000448732900003,Article,2018,0
WOS:000448732900007,Article,2018,13
WOS:000448737700002,Article,2018,3
WOS:000448951500016,Editorial Material; Book Chapter,2018,0
WOS:000448975800047,Article,2018,5
WOS:000448975800050,Article,2018,8
WOS:000448975800052,Article,2018,0
WOS:000448975800055,Article,2018,9
WOS:000449111200012,Article,2018,10
WOS:000449130100029,Article,2018,1
WOS:000449197800001,Article,2018,0
WOS:000449235500029,Article,2018,5
WOS:000449235500030,Article,2018,8
WOS:000449235500033,Review,2018,13
WOS:000449235500045,Article,2018,5
WOS:000449235500050,Review,2018,7
WOS:000449235500064,Article,2018,17
WOS:000449235500065,Article,2018,5
WOS:000449235500067,Article,2018,4
WOS:000449246400003,Article,2018,5
WOS:000449246400031,Review,2018,8
WOS:000449246400036,Article,2018,3
WOS:000449246400038,Article,2018,16
WOS:000449246400049,Article,2018,40
WOS:000449246400051,Article,2018,4
WOS:000449246400058,Article,2018,2
WOS:000449246400069,Article,2018,7
WOS:000449246400070,Article,2018,1
WOS:000449293500066,Article,2018,3
WOS:000449293500113,Article,2018,0
WOS:000449304100027,Article; Proceedings Paper,2018,1
WOS:000449319100007,Article,2018,1
WOS:000449319100008,Article,2018,10
WOS:000449445600051,Article,2019,3
WOS:000449455700010,Article,2018,3
WOS:000449455700023,Article,2018,0
WOS:000449569300057,Article,2018,5
WOS:000449690600024,Article,2019,5
WOS:000449700800022,Article,2018,0
WOS:000449782600007,Article,2016,4
WOS:000449786300007,Article,2016,0
WOS:000449889100002,Article,2018,8
WOS:000449891400029,Article,2018,13
WOS:000449891400036,Article,2018,5
WOS:000449891400051,Article,2018,7
WOS:000449891400054,Review,2018,35
WOS:000450137100011,Article,2019,2
WOS:000450216300001,Article; Proceedings Paper,2018,1
WOS:000450221000031,Article; Proceedings Paper,2018,0
WOS:000450253400209,Meeting Abstract,2017,0
WOS:000450253700002,Article,2018,12
WOS:000450337400004,Article,2019,4
WOS:000450399800013,Article,2019,3
WOS:000450399800027,Article,2019,1
WOS:000450409400015,Article,2018,2
WOS:000450500400003,Article,2018,0
WOS:000450556400002,Article; Proceedings Paper,2018,1
WOS:000450556400004,Article; Proceedings Paper,2018,1
WOS:000450641900001,Article,2018,0
WOS:000450770300007,Article,2018,13
WOS:000450770300020,Article,2018,4
WOS:000451039800135,Proceedings Paper,2018,0
WOS:000451168300002,Article,2018,1
WOS:000451248900245,Proceedings Paper,2018,9
WOS:000451259900046,Proceedings Paper,2017,0
WOS:000451366000074,Article,2018,7
WOS:000451366000075,Article,2018,5
WOS:000451391300005,Article,2019,0
WOS:000451482500008,Article,2018,2
WOS:000451491100008,Article,2019,0
WOS:000451602300002,Article,2019,1
WOS:000451733300042,Article,2018,7
WOS:000451733300043,Article,2018,4
WOS:000451996500014,Article,2018,3
WOS:000451996500017,Article,2018,0
WOS:000452157500006,Article,2018,2
WOS:000452281000015,Article,2018,1
WOS:000452314400010,Article,2018,7
WOS:000452438100034,Proceedings Paper,2018,0
WOS:000452472100001,Article; Proceedings Paper,2018,3
WOS:000452472100002,Article; Proceedings Paper,2018,2
WOS:000452472100005,Article; Proceedings Paper,2018,1
WOS:000452472100006,Article; Proceedings Paper,2018,0
WOS:000452472100008,Article,2018,1
WOS:000452531600027,Article,2018,2
WOS:000452684800004,Article,2018,2
WOS:000452685500002,Article,2018,0
WOS:000452789000009,Article,2018,0
WOS:000452789000010,Article,2018,2
WOS:000452801400005,Article,2018,2
WOS:000452817200017,Article,2018,1
WOS:000452819500029,Proceedings Paper,2018,0
WOS:000452819700046,Proceedings Paper,2018,0
WOS:000452820900014,Proceedings Paper,2018,0
WOS:000452845800002,Article,2018,3
WOS:000452991600001,Article,2018,3
WOS:000453113500041,Article,2019,6
WOS:000453175800002,Article,2016,0
WOS:000453223600020,Article,2019,0
WOS:000453253300056,Article,2018,5
WOS:000453493400015,Article,2018,2
WOS:000453595500011,Article,2018,0
WOS:000453618600008,Article,2018,0
WOS:000453667400002,Article,2018,3
WOS:000453776000004,Article,2019,3
WOS:000453776000031,Article,2019,0
WOS:000454067800012,Article,2018,0
WOS:000454152300003,Article,2019,3
WOS:000454152300006,Article,2019,3
WOS:000454180100006,Article,2018,4
WOS:000454286800009,Article,2018,2
WOS:000454293500013,Article,2018,0
WOS:000454293500015,Article,2018,2
WOS:000454442400036,Article,2018,4
WOS:000454465900042,Article,2019,5
WOS:000454512700004,Article,2018,2
WOS:000454567000026,Article,2018,1
WOS:000454599300004,Article,2019,2
WOS:000454631000049,Article,2018,4
WOS:000454631000051,Article,2018,6
WOS:000454855500054,Proceedings Paper,2018,1
WOS:000454881000001,Article,2019,6
WOS:000454904100108,Article,2019,2
WOS:000454948300011,Article,2019,2
WOS:000454967800015,Article,2018,3
WOS:000454989200032,Proceedings Paper,2018,0
WOS:000455182800016,Article,2018,0
WOS:000455190800014,Proceedings Paper,2018,0
WOS:000455190800020,Proceedings Paper,2018,0
WOS:000455190800030,Proceedings Paper,2018,0
WOS:000455237200002,Article,2019,8
WOS:000455303600083,Proceedings Paper,2018,0
WOS:000455358300210,Article,2018,2
WOS:000455436800004,Article,2019,1
WOS:000455436800014,Article,2019,3
WOS:000455436800019,Article,2019,2
WOS:000455455900005,Article,2019,0
WOS:000455490100012,Article,2019,3
WOS:000455637600108,Article,2018,7
WOS:000455674200006,Article,2019,1
WOS:000455679900189,Proceedings Paper,2018,0
WOS:000455788300017,Proceedings Paper,2018,0
WOS:000455879700001,Article,2019,1
WOS:000455889700001,Article,2018,2
WOS:000455964200008,Article,2019,3
WOS:000455991600006,Article,2019,0
WOS:000456007900012,Article,2018,0
WOS:000456194200005,Article,2019,0
WOS:000456194200008,Article,2019,0
WOS:000456198100002,Article,2019,1
WOS:000456198100010,Article,2019,1
WOS:000456198100012,Article,2019,0
WOS:000456234100001,Article,2019,6
WOS:000456240400011,Article,2019,8
WOS:000456267400002,Article,2019,1
WOS:000456296500002,Article,2019,1
WOS:000456359500064,Proceedings Paper,2018,0
WOS:000456389200015,Review; Book Chapter,2019,10
WOS:000456399100062,Editorial Material,2018,0
WOS:000456494100043,Proceedings Paper,2018,0
WOS:000456519400006,Article; Proceedings Paper,2019,4
WOS:000456519400008,Article; Proceedings Paper,2019,3
WOS:000456519400009,Article; Proceedings Paper,2019,5
WOS:000456537700010,Article,2019,5
WOS:000456628600120,Article,2019,1
WOS:000456641000008,Article,2019,7
WOS:000456641000011,Article,2019,7
WOS:000456641000023,Article,2019,8
WOS:000456641000028,Article,2019,11
WOS:000456641000051,Article,2019,13
WOS:000456641000057,Article,2019,7
WOS:000456641000060,Article,2019,13
WOS:000456641000069,Article,2019,6
WOS:000456641000086,Article,2019,15
WOS:000456761100016,Article,2019,5
WOS:000456761100084,Article,2019,10
WOS:000456762300044,Article,2019,1
WOS:000456890300007,Article,2019,1
WOS:000456908500054,Proceedings Paper,2018,0
WOS:000456908700010,Proceedings Paper,2018,0
WOS:000456911000001,Article,2019,0
WOS:000457006300001,Article,2019,1
WOS:000457227300018,Article,2018,3
WOS:000457289700012,Article,2019,1
WOS:000457289700020,Article,2019,2
WOS:000457390100005,Article,2019,1
WOS:000457390100015,Article,2019,0
WOS:000457426600001,Article,2019,3
WOS:000457461500006,Article,2019,1
WOS:000457516100016,Proceedings Paper,2018,1
WOS:000457516200051,Proceedings Paper,2018,0
WOS:000457576900360,Proceedings Paper,2018,0
WOS:000457606600007,Article,2019,1
WOS:000457651400023,Review,2019,3
WOS:000457667800038,Article,2019,1
WOS:000457819900033,Article,2019,11
WOS:000457819900039,Article,2019,8
WOS:000457819900041,Article,2019,11
WOS:000457950400028,Article,2019,1
WOS:000457952100042,Article,2019,2
WOS:000458114800053,Proceedings Paper,2018,1
WOS:000458145900011,Article,2019,1
WOS:000458145900019,Article,2019,5
WOS:000458252500013,Article,2019,3
WOS:000458465800002,Article,2019,1
WOS:000458511900016,Article,2018,1
WOS:000458553400012,Proceedings Paper,2017,0
WOS:000458566500014,Article,2019,0
WOS:000458655900027,Article,2019,46
WOS:000458686500002,Proceedings Paper,2018,0
WOS:000458706400071,Article,2018,6
WOS:000458712300053,Article,2019,7
WOS:000458712300075,Article,2019,3
WOS:000458734600049,Proceedings Paper,2018,0
WOS:000458783600043,Article,2019,1
WOS:000458925900014,Article,2019,1
WOS:000458939400010,Article,2019,8
WOS:000458991100004,Article,2019,0
WOS:000458991100024,Article,2019,18
WOS:000458991100028,Article,2019,1
WOS:000459066200006,Article,2019,1
WOS:000459076800001,Article,2019,1
WOS:000459228100002,Article,2019,5
WOS:000459238800182,Proceedings Paper,2018,0
WOS:000459239500094,Proceedings Paper,2018,0
WOS:000459239501088,Proceedings Paper,2018,0
WOS:000459239502014,Proceedings Paper,2018,2
WOS:000459239503108,Proceedings Paper,2018,0
WOS:000459287000006,Article,2019,1
WOS:000459365500087,Article,2019,1
WOS:000459365600101,Article,2019,5
WOS:000459421800011,Article,2018,2
WOS:000459529100020,Article,2019,9
WOS:000459600800010,Article,2019,1
WOS:000459609400022,Article,2019,0
WOS:000459634700001,Article,2019,14
WOS:000459711501321,Proceedings Paper,2018,0
WOS:000459743700041,Article,2019,0
WOS:000459833000001,Article,2018,2
WOS:000459863200007,Article,2019,2
WOS:000459877200010,Article,2019,0
WOS:000459922300016,Article,2019,1
WOS:000459950700004,Article,2019,6
WOS:000459958900014,Article,2019,0
WOS:000459958900015,Article,2019,0
WOS:000459958900020,Article,2019,1
WOS:000460029500066,Article,2019,0
WOS:000460071600002,Review,2019,25
WOS:000460093800061,Article,2019,4
WOS:000460093800062,Article,2019,3
WOS:000460406200016,Proceedings Paper,2019,0
WOS:000460407600013,Article,2019,8
WOS:000460495700014,Article,2019,9
WOS:000460536600016,Proceedings Paper,2018,1
WOS:000460657600017,Article,2019,0
WOS:000460793400012,Article,2019,4
WOS:000460811600001,Article,2019,8
WOS:000460885700001,Article,2019,0
WOS:000460946800002,Article,2019,0
WOS:000460956800004,Article,2017,1
WOS:000460964600005,Article,2018,1
WOS:000460965100001,Article,2018,1
WOS:000460966700002,Article,2018,1
WOS:000460968600002,Article,2018,2
WOS:000460970100002,Article,2018,1
WOS:000461045300047,Proceedings Paper,2018,0
WOS:000461301600006,Article; Proceedings Paper,2019,6
WOS:000461368600057,Proceedings Paper,2018,0
WOS:000461368600176,Proceedings Paper,2018,0
WOS:000461401000014,Article,2018,4
WOS:000461464500010,Article,2019,2
WOS:000461588700017,Proceedings Paper,2018,1
WOS:000461697200001,Article,2019,1
WOS:000461781400002,Article,2019,1
WOS:000461786900002,Article,2019,3
WOS:000461868800004,Article,2019,2
WOS:000461934100001,Article,2019,3
WOS:000462064800012,Article,2019,8
WOS:000462094000004,Article,2019,0
WOS:000462094000018,Article,2019,1
WOS:000462232400001,Article,2019,1
WOS:000462281900098,Article,2019,3
WOS:000462372400020,Article,2019,0
WOS:000462393100001,Article,2019,0
WOS:000462418200088,Article,2019,4
WOS:000462696500027,Review,2019,27
WOS:000462915800035,Article,2019,5
WOS:000462916300035,Article,2019,4
WOS:000462926400011,Article,2019,0
WOS:000462939200001,Article,2019,2
WOS:000462964900001,Article,2019,5
WOS:000462964900002,Article,2019,3
WOS:000463148400011,Article,2019,4
WOS:000463153400003,Article,2019,0
WOS:000463195700014,Article,2019,11
WOS:000463237300011,Article,2019,3
WOS:000463305200010,Article,2019,4
WOS:000463305200019,Article,2019,9
WOS:000463305200035,Article,2019,1
WOS:000463305200042,Article,2019,8
WOS:000463305200049,Article,2019,9
WOS:000463305200053,Article,2019,2
WOS:000463305200054,Article,2019,11
WOS:000463305200057,Article,2019,4
WOS:000463532300001,Article,2019,1
WOS:000463623600012,Article,2019,5
WOS:000463627000013,Article,2019,0
WOS:000463687900008,Article,2019,1
WOS:000463687900014,Article,2019,6
WOS:000463687900018,Article,2019,5
WOS:000463687900022,Article,2019,3
WOS:000463687900028,Article,2019,15
WOS:000463688100001,Article,2019,3
WOS:000463689000001,Article,2019,6
WOS:000463689000012,Article,2019,1
WOS:000463689000019,Article,2019,1
WOS:000463689000020,Article,2019,8
WOS:000463689000024,Article,2019,4
WOS:000463689000027,Article,2019,1
WOS:000463689000031,Article,2019,7
WOS:000463715700001,Article,2019,2
WOS:000463716400001,Editorial Material,2019,0
WOS:000463716400002,Article; Proceedings Paper,2019,0
WOS:000463716400003,Article; Proceedings Paper,2019,3
WOS:000463716400005,Article; Proceedings Paper,2019,1
WOS:000463716400006,Article; Proceedings Paper,2019,3
WOS:000463716400007,Article; Proceedings Paper,2019,9
