Author,PublicationYear,CountPubs
"TOBIAS, ALEXANDER V",2019,1
"TOBOLA, FELIX",2018,2
"TODA, MEGAN J",2020,1
"TODA, SATOSHI",2019,1
"TODD, KATIE",2017,1
"TODHUNTER, MICHAEL E",2016,1
"TODOROVSKI, LJUPÃƒâ€žÃ¯Â¿Â½O",2016,1
"TOELZER, CHRISTINE",2019,1
"TOEPEL, JOERG",2019,1
"TOEPFER, CHRISTOPHER N",2018,1
"TOERMA, PAIVI",2018,1
"TOERMA, PAIVI",2019,1
"TOERNBLOM, VIKTOR",2018,1
"TOESKO, THOMAS",2018,1
"TOETTCHER, JARED E",2016,1
"TOETTCHER, JARED E",2018,1
"TOFANI, DANIELA",2018,1
"TOJU, HIROKAZU",2020,1
"TOKIC, MILENKO",2018,1
"TOKUYASU, TAKU A",2019,1
"TOLBERT, STEPHANIE V",2018,1
"TOLIKAS, MARY",2017,1
"TOLLE, FABIAN",2018,1
"TOLOSA, LEAH",2020,1
"TOMABECHI, YUSUKE",2016,1
"TOMASELLI, MARTA",2020,1
"TOMASI, MICHELE",2017,1
"TOMASI, MICHELE",2019,1
"TOMAZETTO, GEIZECLER",2017,1
"TOMAZOU, MARIOS",2017,1
"TOMAZOU, MARIOS",2018,1
"TOMEK, KYLE J",2019,1
"TOMINAGA, MASAHIRO",2016,1
"TOMINAGA, YUTO",2017,1
"TOMITA, KOZO",2016,1
"TOMITA, MASARU",2018,1
"TOMPKINS, DANIEL M",2016,1
"TONFACK, L B",2017,1
"TONG, ALICE",2016,1
"TONG, GARY J",2016,1
"TONG, JOYCE",2016,1
"TONG, TONG",2017,1
"TONG, XIAOXUE",2017,1
"TONG, YANGYANG",2016,1
"TONG, YAOJUN",2017,1
"TONG, YAOJUN",2018,1
"TONG, YAOJUN",2019,1
"TONG, YAOJUN",2020,2
"TONG, YIGANG",2019,1
"TONON, THIERRY",2018,1
"TONOOKA, TAISHI",2017,1
"TONTI-FILIPPINI, JULIAN",2016,1
"TOO, HENG-PHON",2017,1
"TOO, HENG-PHON",2018,1
"TOOGOOD, H S",2016,1
"TOOGOOD, HELEN S",2016,1
"TOOGOOD, HELEN S",2017,2
"TOOGOOD, HELEN S",2018,2
"TOOGOOD, HELEN S",2019,1
"TOOMEY, EMILY",2019,1
"TOPHAM, CHRISTOPHER M",2017,1
"TOPHAM, CHRISTOPHER M",2018,1
"TOPRAKCIOGLU, ZENON",2019,1
"TORBATI, MOHAMMADALI",2018,1
"TORDOFF, JESSE",2018,1
"TORELLI, EMANUELA",2017,1
"TORELLI, EMANUELA",2018,1
"TORGOV, VLADIMIR I",2019,1
"TORII, KEIKO U",2016,1
"TORRE, PAOLA",2020,1
"TORRENS-SPENCE, MICHAEL P",2016,1
"TORRENS-SPENCE, MICHAEL P",2018,1
"TORRENS-SPENCE, MICHAEL P",2019,2
"TORRES, JOSHUA P",2016,1
"TORRES, LETICIA",2016,2
"TORRES, SANDRA ELIZABETH",2019,1
"TORRES-ACOSTA, MARIO A",2017,1
"TORRES-BACETE, JESUS",2018,1
"TORRES-KOLBUS, JESSICA",2017,1
"TORRES-MENDEZ, ANTONIO",2018,1
"TORRES-SANCHEZ, LUCIA",2019,1
"TORTA, FEDERICO",2016,1
"TOSCANO-OCHOA, CARLOS",2016,1
"TOST, JÃƒÆ’Ã‚Â¶RG",2016,1
"TOSTEVIN, FILIPE",2016,1
"TOTARY-JAIN, HANA",2018,1
"TOTH, LASZLO",2018,1
"TOUCHON, MARIE",2016,1
"TOULME, JEAN-JACQUES",2016,1
"TOULME, JEAN-JACQUES",2017,1
"TOURNIER, JEAN-NICOLAS",2019,1
"TOUSIGNANT, LAURENCE",2018,1
"TOUSSAINT, MAXIME",2016,1
"TOWNLEY, HELEN E",2020,1
"TOYA, YOSHIHIRO",2019,1
"TRABELSI, HEYKEL",2018,1
"TRABELSI, HEYKEL",2019,1
"TRAN, AMY H",2019,1
"TRAN, ANTHONY",2016,1
"TRAN, CLAIRE H",2017,1
"TRAN, FRANCES",2018,1
"TRAN, HAI",2020,1
"TRAN, THU",2017,1
"TRAN, VINH G",2019,1
"TRANTIDOU, TATIANA",2017,1
"TRANTIDOU, TATIANA",2018,2
"TRANTIDOU, TATIANA",2019,1
"TRAORE, MAHAMA A",2019,1
"TRASSAERT, MARION",2017,1
"TRAUNER, DIRK",2017,1
"TRAUNER, DIRK",2018,1
"TRAUNER, DIRK",2019,1
"TRAUTH, JONATHAN",2019,1
"TRAUTWEIN, KATHLEEN",2018,1
"TREBUL, PAULINE",2018,2
"TREFZER, AXEL",2019,1
"TREFZER, AXEL",2020,1
"TREIDLINGER, MARGOT",2017,1
"TREITZ, CHRISTIAN",2018,1
"TRENT, MALLORY J",2020,1
"TREPAT, XAVIER",2018,1
"TRETTEL, DANIEL S",2017,1
"TREUTING, PIPER M",2019,1
"TRIBBY, DANA",2016,1
"TRICOLI, DAVID M",2016,1
"TRIKKA, FOTINI A",2016,1
"TRINH, CHI H",2019,1
"TRINH, CONG T",2017,1
"TRINH, CONG T",2019,2
"TRINH, CONG T",2020,1
"TRIPATHI, UTKARSH",2018,1
"TRISRIVIRAT, DUANGTHIP",2019,1
"TRIVEDI, DISHA",2019,1
"TROESCH, RAPHAEL",2018,1
"TROMANS, ROBERT A",2017,1
"TROTTA, MASSIMO",2017,2
"TROUCHET, AMANDINE",2016,1
"TRUAN, GILLES",2018,1
"TRUAN, GILLES",2019,1
"TRUDEAU, DEVIN L",2018,1
"TRUE, HEATHER L",2016,1
"TRUJILLO, MARCO",2017,1
"TRUMP, BENJAMIN D",2017,2
"TRUMP, BENJAMIN D",2018,1
"TRUMP, BENJAMIN D",2019,1
"TRUMP, BENJAMIN D",2020,1
"TRUNG, NGUYEN THANH",2018,1
"TRUONG, ANH TAN",2019,1
"TRUONG, DAVID M",2017,1
"TRUONG, KEVIN",2016,2
"TRUONG, KEVIN",2017,6
"TRUONG, KEVIN",2018,1
"TSAI, YI-CHIN CANDACE",2019,1
"TSAI, ZHENG-CHIA",2017,1
"TSANG, STEPHEN H",2017,1
"TSAO, CHEN-YU",2016,1
"TSAO, CHEN-YU",2017,1
"TSAO, CHEN-YU",2018,1
"TSAO, CHEN-YU",2019,2
"TSCHAN, FLAVIA",2019,1
"TSCHAPLINSKI, TIMOTHY J",2017,1
"TSCHAPLINSKI, TIMOTHY J",2018,1
"TSCHAPLINSKI, TIMOTHY J",2020,1
"TSCHIATSCHEK, BIRGIT",2016,1
"TSCHIRHART, TANYA",2016,2
"TSCHIRHART, TANYA",2017,1
"TSCHIRHART, TANYA",2019,3
"TSENG, KUO HAO",2017,1
"TSENG, WEN ALLEN",2018,1
"TSENG, YEN-WEN",2018,1
"TSIGKINOPOULOU, ARETI",2016,1
"TSIGKINOPOULOU, ARETI",2018,1
"TSIGKINOPOULOU, ARETI",2019,1
"TSIMRING, LEV S",2016,4
"TSIMRING, LEV S",2017,2
"TSIMRING, LEV S",2018,1
"TSIMRING, LEV S",2019,1
"TSIPA, ARGYRO",2017,1
"TSIPA, ARGYRO",2018,2
"TSOI, RYAN",2018,1
"TSUDA, MASATAKA",2019,1
"TSUI, JENNIFER",2016,1
"TSUI, STEPHEN KWOK-WING",2018,1
"TSUKADA, KENTO",2019,1
"TSUKAKOSHI, KAORI",2018,1
"TSUMOTO, KANTA",2017,1
"TSUMOTO, KANTA",2018,1
"TSUMOTO, KANTA",2020,1
"TSVETKOV, PETER",2017,1
"TU, BENJAMIN P",2017,1
"TU, CHUNHAO",2019,1
"TU, LI-CHAN",2019,1
"TU, QING",2019,1
"TU, WEIZHONG",2018,1
"TU, WEIZHONG",2020,2
"TU, YI",2018,1
"TU, YU-HE",2019,1
"TUCK, JAMES M",2019,1
"TUCK, LAURA",2017,1
"TUCK, LAURA R",2017,1
"TUCKER, SCOTT K",2019,1
"TUFFNELL, JOSHUA M",2019,1
"TUITE, MICK F",2019,1
"TULLER, TAMIR",2016,4
"TULLER, TAMIR",2017,2
"TULLER, TAMIR",2018,2
"TULLER, TAMIR",2019,1
"TULLMAN-ERCEK, DANIELLE",2016,2
"TULLMAN-ERCEK, DANIELLE",2017,2
"TULLMAN-ERCEK, DANIELLE",2018,2
"TUMAINI, BARBARA",2018,2
"TUMEN-VELASQUEZ, MELISSA",2018,1
"TUNG, MICHAEL",2018,1
"TUNGATT, KATIE",2016,1
"TUNGSUCHAT-HUANG, TARINEE",2019,1
"TUOMINEN, MARK T",2016,1
"TURANO, PAOLA",2018,1
"TURCZYK, BRIAN M",2018,1
"TURECEK, TRACI",2020,1
"TURKKI, PAULA",2019,1
"TURLIN, JUSTINE",2020,1
"TURMO, AIKO",2017,1
"TURNBULL, W BRUCE",2019,1
"TURNER, COURT R",2017,1
"TURNER, KENDRICK B",2016,1
"TURNER, KENDRICK B",2019,2
"TURNER, NICHOLAS J",2016,1
"TURNER, NICHOLAS J",2017,1
"TURNER, NICHOLAS J",2018,1
"TURNER, NICHOLAS J",2019,1
"TURNER, NICHOLAS J",2020,1
"TURNER, TIMOTHY L",2016,1
"TURON, GEMMA",2018,4
"TURTOLA, MATTI",2016,1
"TUSKAN, GERALD A",2016,1
"TUSKAN, GERALD A",2017,1
"TUSKAN, GERALD A",2018,1
"TUTAR, ALTAN",2018,1
"TUTTLE, MARCELLE",2018,1
"TUYISHIME, PHILIBERT",2018,1
"TUZA, ZOLTAN A",2016,1
"TUZA, ZOLTAN A",2017,1
"TVEIT, DANIEL M",2018,1
"TWARDOWSKI, TOMASZ",2017,1
"TYBURN, AGNES E S",2017,1
"TYCKO, JOSH",2016,1
"TYERMAN, JABUS",2017,1
"TYERMAN, STEPHEN D",2018,1
"TYO, KEITH E J",2017,1
"TYO, KEITH E J",2019,2
"TYPAS, ATHANASIOS",2017,1
"TYRPAK, DAVID R",2018,1
"TYZACK, JONATHAN D",2018,1
"TYZACK, JONATHAN D",2019,1
"TZOUANAS, CONSTANTINE N",2017,1
"UBERSAX, JEFF",2017,1
"UCHIYAMA, HIROSHI",2016,1
"UCURUM, Z",2018,1
"UCURUM, ZÃƒÆ’Ã‚Â¶HRE",2016,1
"UDANI, SHREYA V",2017,1
"UDVARDI, MICHAEL K",2016,1
"UEBERHEIDE, BEATRIX",2016,1
"UEDA, HANA",2016,2
"UEDA, HIROKI R",2017,1
"UEDA, SHINYA",2017,1
"UEDA, TAKUYA",2017,1
"UEDA, TAKUYA",2018,2
"UEDA, TAKUYA",2020,1
"UEDA, YOSHIBUMI",2017,1
"UEMURA, SOTARO",2020,1
"UENO, TASUKU",2016,1
"UHL, MICHAEL",2017,1
"UHLEN, MATHIAS",2018,1
"UHRIN, DUSAN",2019,1
"UKAI, HIDEKI",2017,1
"UKAI-TADENUMA, MAKI",2017,1
"ULLAL, P",2017,1
"ULLIANA, FEDERICO",2018,1
"ULRIH, NATAÃƒâ€¦Ã‚Â¡A POKLAR",2017,1
"ULUÃƒâ€¦Ã…Â¸EKER, CANSU",2018,1
"UM, YOUNGSOON",2016,3
"UM, YOUNGSOON",2017,1
"UMAROV, RAMZAN",2017,1
"UMEHARA, TAKASHI",2017,1
"UMEHARA, TAKUYA",2017,1
"UMEMIYA, SHIGENOBU",2020,1
"UMENHOFFER, KINGA",2016,1
"UMENHOFFER, KINGA",2017,1
"UMENO, DAISUKE",2016,3
"UMENO, DAISUKE",2018,2
"UMPHREYS, AVERY",2018,1
"UNG, CHOONG YONG",2018,1
"UNGER, TAMAR",2016,1
"UNLUTURK, BIGE D",2017,1
"UNTHAN, SIMON",2017,1
"URBAN, PATRICK",2018,1
"URBAN, PHILIPPE",2019,1
"URBINA, JESICA",2019,1
"URLACHER, VLADA B",2018,1
"URQUIZA-GARCIA, URIEL",2019,2
"URRIOS, ARTURO",2016,2
"URRIOS, ARTURO",2018,1
"USAKU, CHONLATEP",2017,1
"USANOV, SERGEI A",2019,1
"USMAN, MUHAMMAD",2019,1
"USMANI, ABUL R",2016,1
"USUDA, YOSHIHIRO",2016,1
"UTRILLA, JOSE",2019,1
"UTTAMAPINANT, CHAYASITH",2018,1
"UTTLEY, MEGAN",2018,1
"UUSITALO, JAAKKO J",2016,1
"UZURA, ATSUKO",2018,1
"VADANAN, SUNDARAVADANAM VISHNU",2017,1
"VADHIN, SANDRA",2019,1
"VAESSEN, SARAH L",2016,1
"VÃƒÆ’Ã‚Â¶LLER, JAN-STEFAN",2016,2
"VAIDYANATHAN, PRASHANT",2018,1
"VAIDYANATHAN, PRASHANT",2020,2
"VAIJAYANTHI, THANGAVEL",2016,1
"VAINBERG SLUTSKIN, ILYA",2017,1
"VAINO, IAN",2017,1
"VAL, MARIE-EVE",2017,1
"VAL, MARIE-EVE",2019,1
"VALDEHUESA, KRIS NINO G",2019,1
"VALDERRAMA-GOMEZ, MIGUEL A",2018,1
"VALDES-BANGO CURELL, RICARDO",2017,1
"VALDIVIA, ELIAS",2016,1
"VALENSIN, SILVIA",2019,1
"VALERO, FRANCISCO",2018,1
"VALERO, JULIAN",2017,1
"VALEUR, ERIC",2017,1
"VALEZI, CAMILA F",2019,1
"VALIANTE, VITO",2016,1
"VALIANTE, VITO",2020,1
"VALJENT, EMMANUEL",2018,1
"VALKONEN, MARI",2018,1
"VALLEE-BELISLE, ALEXIS",2016,1
"VALLEE-BELISLE, ALEXIS",2018,1
"VALLEJO, DEREK",2019,1
"VALVERDE TIMANA, YANINA",2019,1
"VALVERDE, SERGI",2016,1
"VAN ALEN, THEO",2016,1
"VAN BLIJSWIJK, JANNEKE",2019,1
"VAN BREMPT, MAARTEN",2017,1
"VAN CUONG, DUONG",2018,1
"VAN DE BITTNER, KYLE C",2018,1
"VAN DE POEL, IBO",2017,2
"VAN DE PUTTE, BRAM",2019,1
"VAN DEN BERG, CORJAN",2018,1
"VAN DEN BRINK, SUSANNE",2018,1
"VAN DEN BROEK, MARCEL",2016,1
"VAN DEN BROEK, MARCEL",2020,1
"VAN DER DOES, MARIT",2018,1
"VAN DER DONK, WILFRED A",2018,1
"VAN DER DONK, WILFRED A",2019,1
"VAN DER HELM, ERIC",2017,1
"VAN DER KAMP, MARC W",2019,2
"VAN DER KANT, ROB",2019,1
"VAN DER LINDEN, ARDJAN J",2018,3
"VAN DER LINDEN, ARDJAN J",2019,1
"VAN DER MEIJ, MARJOLEINE G",2017,1
"VAN DER MEIJ, MARJOLEINE G",2018,1
"VAN DER MEULEN, SJOERD B",2018,1
"VAN DER OOST, JOHN",2016,1
"VAN DIJK, AALT D J",2019,2
"VAN DIJK, J W A",2016,1
"VAN DOLLEWEERD, CRAIG J",2018,1
"VAN DOORN, MARLEEN",2018,1
"VAN DUYNE, GREGORY D",2017,1
"VAN DYKEN, J DAVID",2017,1
"VAN ECK, JOYCE",2016,1
"VAN EIKEMA HOMMES, NICO J R",2020,1
"VAN FAASSEN, HENK",2017,1
"VAN GELDER, DEWI",2019,1
"VAN HECK, RUBEN G A",2019,1
"VAN HELDEN, JACQUES",2020,1
"VAN HEST, JAN C M",2018,1
"VAN HEST, JAN C M",2019,1
"VAN HEST, JAN C M",2020,1
"VAN HOEK, MONIQUE L",2019,1
"VAN HOUWELINGEN, ADELE",2019,1
"VAN HOVE, BOB",2017,2
"VAN HOVE, LILIAN",2016,1
"VAN KOOTEN, MARIÃƒÆ’Ã‚Â«LLE",2019,1
"VAN KRANENBURG, RICHARD",2017,1
"VAN KRIEKEN, PIM P",2018,1
"VAN MARIS, ANTONIUS J A",2019,1
"VAN MARIS, ANTONIUS J A",2020,1
"VAN NEROM, KATLEEN",2017,1
"VAN OPPEN, MADELEINE J H",2017,1
"VAN QUYEN, DONG",2018,1
"VAN RIJ, TJEERD",2016,1
"VAN SCHAYIK, PIM",2016,1
"VAN SLUIJS, BOB",2017,1
"VAN SLUIJS, BOB",2018,2
"VAN STRALEN, ATZE",2017,1
"VAN TILBURG, AMANDA Y",2018,1
"VAN WEZEL, GILLES P",2017,1
"VAN ZIMMEREN, ESTHER",2016,1
"VANAERNUM, ZACHARY L",2018,1
"VANAERNUM, ZACHARY L",2019,1
"VANARSDALE, ERIC",2019,1
"VANARSDALE, ERIC",2020,1
"VANDELINDER, VIRGINIA",2016,1
"VANDEMOORTELE, GIEL",2018,1
"VANDER MEULEN, KIRK A",2018,1
"VANDERMIES, MARIE",2017,1
"VANDOVA, GERGANA A",2017,1
"VANELLA, ROSARIO",2018,1
"VANHERCKE, THOMAS",2017,1
"VANHOLME, BARTEL",2018,1
"VANHOUCKE, MARTINE",2019,1
"VANWYE, JEFFREY",2018,1
"VARADY, ADAM",2020,1
"VARALJAY, VANESSA A",2019,1
"VARANASI, USHA S",2016,1
"VARELA, JAVIER A",2018,1
"VARET, HUGO",2019,1
"VARGAS, DANIEL A",2017,1
"VARGAS, DANIEL A",2018,2
"VARGAS, VALENTINA",2019,1
"VARGAS-MAYA, NAURU IDALIA",2018,1
"VARGAS-RODRIGUEZ, OSCAR",2017,2
"VARGAS-RODRIGUEZ, OSCAR",2018,2
"VARGAS-RODRIGUEZ, OSCAR",2019,1
"VARGIU, GIULIA",2016,1
"VARIDEL, CLÃƒÆ’Ã‚Â©MENCE",2016,1
"VARMAN, ARUL M",2018,1
"VARMAN, ARUL M",2020,1
"VARNER, JEFFREY D",2018,1
"VARNER, JEFFREY D",2019,1
"VARRONE, CRISTIANO",2017,1
"VARROT, ANNABELLE",2018,1
"VARSHNEY, UMESH",2020,1
"VASHEE, SANJAY",2016,1
"VASHEE, SANJAY",2017,1
"VASHEE, SANJAY",2019,1
"VASIGALA, VENEELA KR",2016,1
"VASILEV, CVETELIN",2019,1
"VASS, LUKE R",2020,1
"VASUDEVAN, RAVENDRAN",2018,1
"VATTEM, KRISHNA",2020,1
"VAVITSAS, KONSTANTINOS",2016,1
"VAVITSAS, KONSTANTINOS",2017,1
"VAVITSAS, KONSTANTINOS",2018,2
"VAVITSAS, KONSTANTINOS",2019,1
"VAVITSAS, KONSTANTINOS",2020,1
"VAVPETIÃƒâ€žÃ¯Â¿Â½, PRIMOÃƒâ€¦Ã‚Â¾",2018,1
"VAVRICKA, CHRISTOPHER J",2019,1
"VAVRUÃƒâ€¦Ã‚Â¡OVA, ZUZANA",2017,1
"VAZQUEZ, CARLOS",2017,1
"VAZQUEZ-VILAR, MARTA",2016,1
"VAZQUEZ-VILAR, MARTA",2017,1
"VAZQUEZ-VILAR, MARTA",2019,2
"VAZQUEZ-VILAR, MARTA",2020,2
"VAZQUEZ-VILLEGAS, PATRICIA",2017,1
"VECCHIARELLI, ANTHONY G",2019,1
"VECCHIONE, STEFANO",2018,1
"VECCHIONE, STEFANO",2019,1
"VECCHIONI, SIMON",2019,1
"VEDANTAM, GAYATRI",2018,1
"VEENING, JAN-WILLEM",2019,1
"VEERAPANDIAN, VEERAMOHAN",2018,1
"VEETIL, VINOD PUTHAN",2016,1
"VEGA, J F",2017,1
"VEGGIANI, GIANLUCA",2016,1
"VELAZQUEZ, JEREMY J",2017,1
"VELAZQUEZ, OSCAR S",2017,1
"VELAZQUEZ, OSCAR S",2019,1
"VELAZQUEZ-GARCIA, SILVIA",2016,1
"VELDHUIZEN, MARCEL",2017,1
"VELENTURF, ANNE",2017,1
"VELEZ, GABRIEL",2019,1
"VENETSANEAS, NIKOLAOS",2017,1
"VENETZ, JONATHAN E",2019,1
"VENEZIANO, REMI",2017,1
"VENKAT, SUMANA",2017,1
"VENKATESH, A G",2016,1
"VENKATESH, ANANYA",2020,1
"VENKEN, KOEN J T",2020,1
"VENSELAAR, HANKA",2017,1
"VENTER, J CRAIG",2016,1
"VENTURA, JORDI",2019,1
"VENTURELLI, OPHELIA S",2018,1
"VENTURI, MICOL",2017,1
"VERA, JESSICA M",2020,1
"VERBIÃƒâ€žÃ¯Â¿Â½, ANÃƒâ€¦Ã‚Â¾E",2018,1
"VERDEGAAL, ANDREW A",2019,1
"VERDURMEN, WOUTER",2018,4
"VERES, D",2016,1
"VERGUNST, ANNETTE C",2017,1
"VERKADE, PAUL",2017,1
"VERKADE, PAUL",2019,1
"VERKUIJL, SEBALD",2019,1
"VERMA, HEMANT K",2017,1
"VERMA, KANAK",2019,1
"VERMEIRE, THEO",2016,1
"VERNET, ANDYNA",2016,1
"VERNET, ANDYNA",2019,1
"VERON, ALAIN R",2017,1
"VEROSLOFF, MATTHEW",2017,1
"VEROSLOFF, MATTHEW",2019,1
"VERSTRAETE, WILLY",2016,1
"VERSTREPEN, KEVIN J",2018,1
"VERTER, JACOB",2019,1
"VERZEMNIEKS, ERIK",2017,1
"VESELOVSKY, VLADIMIR V",2019,1
"VETRIVEL, IYANAR",2018,1
"VEVERKA, VACLAV",2019,1
"VEZEAU, GRACE E",2018,1
"VEZEAU, GRACE E",2019,1
"VIÃƒÆ’Ã‚Â±A-GONZALEZ, JAVIER",2016,1
"VICENS, QUENTIN",2018,1
"VICENTE, MIGUEL",2016,1
"VICENTE-ALIQUE, E",2017,1
"VICHIER-GUERRE, S",2016,1
"VICKERS, CLAUDIA E",2016,2
"VICKERS, CLAUDIA E",2017,2
"VICKERS, CLAUDIA E",2018,2
"VICKERS, CLAUDIA E",2019,2
"VICKERS, CLAUDIA E",2020,2
"VICKERY, CHRISTOPHER",2019,1
"VICOGNE, JEROME",2019,1
"VIDAKOVIC-KOCH, TANJA",2018,2
"VIDAKOVIC-KOCH, TANJA",2019,1
"VIDIELLA, BLAI",2017,1
"VIDIELLA, BLAI",2019,1
"VIDIGAL, JOAO",2018,1
"VIE, H",2017,1
"VIEGAS, JENNIFER",2018,1
"VIEGAS, SANDRA C",2019,1
"VIGAR, JUSTIN R J",2016,1
"VIGNOLINI, TIZIANO",2017,1
"VIGNOLINI, TIZIANO",2018,1
"VIGNONI, ALEJANDRO",2019,1
"VIJAYAKUMAR, SUPREETA",2020,1
"VIJAYAKUMAR, VINOD",2017,1
"VIJAYALAKSHMI, RAMSHANKAR",2019,1
"VIK, UNNI",2016,1
"VIKSTROEM, DAVID",2017,1
"VILA-FARRES, XAVIER",2016,1
"VILANOVA, CRISTINA",2018,1
"VILAPRINYO, ESTER",2017,1
"VILKAITIS, GIEDRIUS",2017,1
"VILKHOVOY, MICHAEL",2018,1
"VILKHOVOY, MICHAEL",2019,1
"VILLA, JORDAN K",2018,1
"VILLALOBOS, ANABELLA",2016,1
"VILLANUEVA-PEREZ, PABLO",2019,1
"VILLAR, CLAUDIO J",2019,1
"VILLARREAL, FERNANDO",2016,1
"VILLARREAL, FERNANDO",2017,1
"VILLEGAS-PLAZAS, MARCELA",2019,1
"VILLEN, JUDIT",2019,1
"VINAIXA, MARIA",2016,1
"VINAIXA, MARIA",2017,2
"VINAIXA, MARIA",2018,2
"VINCENT, ANTONY T",2018,1
"VINCENT, BEN J",2016,1
"VINCENT, HEATHER A",2016,1
"VINCENT, HELEN A",2019,1
"VINCENT, ROSA",2019,1
"VINDE, MARCOS HAMBORG",2019,1
"VINEIS, PAOLO",2018,1
"VINEY, MARK",2016,1
"VINGA, SUSANA",2016,1
"VINOGRADOV, SERGEI A",2016,1
"VIOLA, JOHN M",2020,1
"VIOLANTE, SARA",2019,1
"VIRGILE, CHELSEA",2018,2
"VIRGILE, CHELSEA RYAN",2016,1
"VIRGO, NATHANIEL",2016,2
"VIRGO, NATHANIEL",2018,1
"VIRTANEN, ANDERS",2018,1
"VISCO, ILARIA",2016,1
"VISWANATHAN, RANJITH",2019,1
"VISWANATHAN, V K",2018,1
"VITI, CARLO",2018,1
"VITKIN, EDWARD",2018,1
"VIVAUDOU, MICHEL",2016,1
"VIVEK, ADITHYA",2020,1
"VIZCAINO, MARIA ISABEL",2019,1
"V'KOVSKI, PHILIP",2020,1
"VLAHAKIS, ARIADNE",2016,1
"VLAK, JUST M",2017,1
"VLASTARIDIS, PANAYOTIS",2016,1
"VO, CHRISTOPHER",2018,1
"VO, LAM TUNG",2020,1
"VO, PHILIPPE Q N",2018,1
"VO, PHUONG",2019,1
"VO, THE K",2018,1
"VOÃƒÆ’Ã‚Â¯TCHOVSKY, KISLON",2018,1
"VOEHRINGER-MARTINEZ, ESTEBAN",2019,1
"VOERMAN, DION",2016,1
"VOGEL, ANNE ILSE MARIA",2016,1
"VOGEL, HORST",2018,1
"VOGEL, JONAS",2018,1
"VOGEL, MARC",2016,1
"VOGEL, MARC",2019,1
"VOGEL, STEFAN",2017,1
"VOGEL, STEFAN",2019,1
"VOGEL, SVEN KENJIRO",2016,1
"VOGEL, SVEN KENJIRO",2018,1
"VOGEL, SVEN KENJIRO",2020,1
"VOGL, THOMAS",2016,1
"VOGL, THOMAS",2017,3
"VOGL, THOMAS",2018,1
"VOGT, EVA",2019,1
"VOGT, NINA",2016,1
"VOIGT, CHRISTOPHER A",2016,6
"VOIGT, CHRISTOPHER A",2017,4
"VOIGT, CHRISTOPHER A",2018,5
"VOIGT, CHRISTOPHER A",2019,5
"VOIGT, CHRISTOPHER A",2020,3
"VOIGT, KERSTIN",2016,1
"VOINICIUC, CÃƒâ€žÃ†â€™TÃƒâ€žÃ†â€™LIN",2018,1
"VOINICIUC, CÃƒâ€žÃ†â€™TÃƒâ€žÃ†â€™LIN",2019,1
"VOIT, ALENA",2020,1
"VOIT, BRIGITTE",2017,2
"VOIT, BRIGITTE",2018,1
"VOIT, BRIGITTE",2019,1
"VOIT, EBERHARD O",2018,1
"VOJE, WILLIAM E",2017,1
"VOJE, WILLIAM E",2018,1
"VOLK, MICHAEL JEFFREY",2020,1
"VOLKE, DANIEL C",2019,2
"VOLKE, DANIEL C",2020,1
"VOLKEL, KEVIN",2019,1
"VOLKERS, RITA J M",2019,1
"VOLKOV, VADIM",2017,1
"VOLL, LARS M",2016,2
"VOLLRATH, FRITZ",2016,1
"VOLVOVITCH DANIEL, RENANA",2016,1
"VON BALLMOOS, CHRISTOPH",2016,1
"VON CAEMMERER, SUSANNE",2019,2
"VON DASSOW, PETER",2019,1
"VON KAMEKE, CONRAD",2018,1
"VON KUGELGEN, ANDRIKO",2019,1
"VOOLSTRA, CHRISTIAN R",2017,1
"VOORHIES, ALEXANDER A",2017,1
"VORA, GARY J",2019,3
"VORBERG, INA",2019,1
"VORHOELTER, FRANK-JOERG",2017,1
"VORNHOLT, TOBIAS",2018,1
"VORNHOLT, TOBIAS",2020,1
"VORPERIAN, ALEXANDER",2019,1
"VOS, PASCAL D",2019,1
"VOS, STEFAN",2019,1
"VOSS, BEATE",2019,1
"VOSS, NEIL R",2017,1
"VOSS, STEPHANIE",2019,1
"VOSS-FELS, KAI P",2019,1
"VOSTINAR, ANYA E",2016,1
"VOSTINAR, ANYA E",2019,1
"VOWINCKEL, JAKOB",2016,1
"VOYTAS, DANIEL F",2016,1
"VOYTAS, DANIEL F",2018,1
"VOYTAS, DANIEL F",2019,1
"VOYVODIC, PETER L",2017,1
"VOYVODIC, PETER L",2018,1
"VOYVODIC, PETER L",2019,1
"VOZNESENSKAYA, ANNA",2018,1
"VRANA, JUSTIN D",2017,1
"VRANCKEN, GINO",2019,1
"VRANISH, JAMES NICHOLAS",2017,2
"VRANISH, JAMES NICHOLAS",2018,1
"VRANISH, JAMES NICHOLAS",2019,1
"VRZAL, LUKAÃƒâ€¦Ã‚Â¡",2019,1
"VUGHS, JEFF",2018,1
"VUILLARD, LAURENT",2016,1
"VUU, KHANH",2016,1
"WACHER, VINCENT J",2018,1
"WACHSMUTH, MANJA",2016,1
"WACHTVEITL, JOSEF",2018,1
"WACKER, SOREN",2018,1
"WACKETT, LAWRENCE P",2018,1
"WADA, TAKEO",2019,1
"WADE, JOSEPH T",2020,1
"WADE, YANA",2019,1
"WADHAMS, GEORGE",2017,2
"WADHWANI, KRISHEN",2017,1
"WÃƒâ€¦Ã¢â‚¬Å¡ODARCZYK, ARTUR",2018,1
"WAGENBAUER, KLAUS F",2017,1
